Filming Date,#Camera,Hike,GPS-ID,Elevation,Plant Family,Plant Genus,Plant Species,Flower Height,#Flowers,Memory Card,Outside Pic,Inside Pic,Video stored,Comment,Frames Found,Frames with Hummingbirds,Hummingbirds,Comment,
28/07/16,19,Main Trail,FH1908,1965,Gesneriaceae,Gasteranthus,quitensis,1.3,2,19,,,66.00%,,0 / 1 / 6 / 5 / 1177 / 659 /335,0,,,
28/07/16,14,Main Trail,FH1409,2109,Gesneriaceae,Besleria,solanoides,2.2,6,14,,,66.00%,,82 / 381 / 457 / 5 / 447,0 / 0 / 1 / 0 / 0,1XBooted Rackettail_female,,
28/07/16,11,Main Trail,FH1144,2170,Gesneriaceae,Besleria,solanoides,3,5,11,,,66.00%,,1643 / 1845 / 480 / 123 / 132,0 / 0 / 0 / 6 / 0 / 0,2xBooted Racket-tail_female,,
28/07/16,6,Main Trail,FH660,2286,Gesneriaceae,Glossoloma,oblongicalyx,2,2,6,,,66.00%,,15 / 19 / 56 / 129 / 45,0,,,
28/07/16,12,Main Trail,FH1237,2317,Bromeliaceae,Pitcairnia,sodiroi,2.5,1,12,,,66.00%,Inflorencence was pushed down by rain during the first night and is not visible during the next day,24 / 3653 / 249 / 1424 / 120,0 / 2 / 0 / 0 / 0,1xBrown Inca,,
05/08/16,22,Maquipucuna,FH2206,1368,Heliconiaceae,Heliconia,virginalis,2.1,1,22,,,66.00%,,7573 / 3334 / 563 / 39,26 / 2 / 1 / 0  / 0,8xWhite-whiskered Hermit; 3xStripe-throated hermit,,
05/08/16,20,Maquipucuna,FH2008,1425,Malvaceae,Abutilon,striatum,1.2,1,20,,,66.00%,"An introduced and invasive plant, but definitely hummingbird food. Unfortunately the branch that held the flower that I was filming was pushed down during the first afternoon. It's not clear why (I didn't rain and the video doesn't show anything unusual).",2 / 3814 / 12738 / 5387,0 / 4,2xWhite-whiskered Hermit,,
04/08/16,13,Maquipucuna,FH1344,1468,Ericaceae,Macleania,bulata,3.2,2,1,,,66.00%,,28 / 0 / 1620 / 2844 / 3065 / 4371 / 14223,0,,,
05/08/16,18,Maquipucuna,FH1808,1566,Gesneriaceae,Drymonia,brochidodroma,0.8,2,18,,,66.00%,,1 / 1167 / 730 / 1308 / 152,0,,,
05/08/16,21,Maquipucuna,FH2109,1572,Zingiberaceae,Renealmia,Sp 2,0.9,3,21,,,66.00%,,861 / 41 / 0 / 1351 / 9 / 24,0,,,
05/08/16,16,Maquipucuna,FH1604,1602,Fabaceae,Erythrina,Sp 1,1.4,4,16,,,66.00%,,152 / 51 / 271 / 9 / 22,2 / 2 / 7 / 4 / 0,"1xTawny-bellied Hermit, 2xViolet-tailed Sylph_female; 1xUnidentified; 1xBooted Rackettail_female",Good to see not only the Euphonia. :),
09/08/16,11,Main Trail,FH1145,1955,Ericaceae,Macleania,stricta,2.3,2,11,,,66.00%,,2712 / 5057 / 598 / 103 / 32,3 / 4 / 4 / 0 0,7xViolet-tailed Sylph_female,,
09/08/16,14,Main Trail,FH1410,1996,Campanulaceae,Centropogon,solanifolius,1.2,1,14,,,66.00%,Plant not within pictures for quite a bit of time.,28 / 958 / 1055,0 / 0 / 0,,,
09/08/16,6,Main Trail,FH661,1988,Bromeliaceae,Tillandsia,complanata,2,1,6,,,66.00%,,6203 / 787 / 1270 / 21,5 / 0 / 0 / 0,2xBooted Racket-tail_male; 2xViolet-tailed Sylph_female,,
09/08/16,19,Main Trail,FH1909,1986,Gesneriaceae,Besleria,solanoides,2.2,4,19,,,66.00%,,1031 / 197 / 4098 / 109,0 / 5 / 0 / 1,2xViolet-tailed Sylph_fem; 1xUnidentified,,
09/08/16,12,Main Trail,FH1238,1932,Heliconiaceae,Heliconia,burleana,2.2,3,12,,,66.00%,,6682 / 3512 / 567 / 29,1 / 1 / 0 / 0,1Violet-tailed Sylph_male,,
09/08/16,13,Main Trail,FH1345,1943,Bromeliaceae,Guzmania,Sp 1,7,2,1,,,66.00%,,21 / 62 / 100 / 71 / 495 / 1748 / 1823 / 0,0 / 6 / 0 / 6 / 0 / 0 / 5 / 3,3xViolet-tailed Sylph_male; 1xBrown Inca,,
24/08/16,19,Main Trail,FH1910,1975,Gesneriaceae,Capanea,affinis,2.3,2,19,,,66.00%,,4047 / 4809 / 1864 / 2097,6 / 5 / 9 / 4 / 2,7xBrown Inca; 1xTawny-bellied Hermit,,
24/08/16,2,Main Trail,FH255,1993,Gesneriaceae,Besleria,solanoides,3,20,2,,,66.00%,,508 / 1719 / 1900 / 11 / 159,0 / 10 / 0 / 0 / 0,1xBooted RacketTail_female; 1xBooted Rackettail_male,,
24/08/16,11,Lek,FH1146,1911,Heliconiaceae,Heliconia,impudica,1.6,1,11,,,66.00%,,136 / 87 / 1950 / 71 / 56,0 / 6 / 7 / 0 / 2,4XViolet-tailed Sylph_fem,,
24/08/16,14,Lek,FH1411,1885,Gesneriaceae,Gasteranthus,quitensis,0.5,10,14,,,66.00%,,26 / 114 / 0 / 1192 / 16 / 48,0 / 1 / 10 / 0,2xViolet-tailed Sylph_female,,
24/08/16,13,Main Trail,FH1346,2117,Melastomataceae,Meriania,tomentosa,9,1,1,,,66.00%,Filming started at 7:17,279 / 11984 / 17917 / 4858 / 1355 / 953 / 1498 / 2023 / 1313,0 / 0 / 3 / 1 /  0 / 0 / 1 / 5,4xBuff-tailed Coronet; 1xBrown Inca,BROWN INCA!,
25/08/16,12,Main Trail,FH1239,2408,Ericaceae,Macleania,stricta,2.8,6,12,,,33.00%,,1148 / 508 / 333 / 26 / 70,10 / 2 / 0 / 6 / 0,5xGorgeted Sunangel,,
25/08/16,6,Main Trail,FH662,2464,Alstroemeriaceae,Bomarea,multiflora,0.9,7,6,,,33.00%,,252 / 31 / 0 / 16 / 106 / 11 / 189 / 156 / 505 / 19 / 58 / 139 / 564 / 19 / 305,41 / 5 / 0 / 0 / 47 / 10 / 5 / 6 / 45 / 1 / 1 / 0 / 42 / 0 / 12,26xCollared Inca; 1xViolet-tailed Sylph_female; 1xBooted Rackettail; 1xTawny-bellied Hermit,,
27/08/16,13,Maquipucuna,FH1347,1399,Heliconiaceae,Heliconia,griggsiana,6.5,1,21,,,66.00%,Filming started at 8:46,282 / 286 / 1670 / 4962 / 7036 / 11064 / 7627 / 1208,0 / 3 / 0 / 0 / 0,,,
28/08/16,22,Maquipucuna,FH2207,1699,Gesneriaceae,Columnea,mastersonii,1.6,1,22,,,33.00%,,2938 / 4055 / 898 / 31 / 3261 / 1907 / 23,0 / 0 / 0 / 0 / 0 / 2 / 1 / 0,2xTawny-bellied Hermit,,
28/08/16,17,Maquipucuna,FH1708,1659,Zingiberaceae,Renealmia,sessilifolia,1.1,1,17,,,33.00%,,0 / 1449 / 497 / 207 / 5 / 2349 / 254 / 20,0 / 0 / 0 / 1 / 4 / 0,2xViolet-tailed Sylph_female; 1xTawny-bellied Hermit,,
28/08/16,20,Maquipucuna,FH2010,1651,Zingiberaceae,Renealmia,sessilifolia,0.6,1,24,,,33.00%,,1589 / 1513 / 659 / 11 / 4615 / 1150 /45,0 / 1 / 1 / 0 / 2,2xViolet-tailed Sylph_female; 1xBrown Inca,,
06/09/16,2,Main Trail,FH256,2134,Ericaceae,Macleania,stricta,3,1,2,,,33.00%,,67 / 1088 / 858 / 642 / 21,2 / 2 / 3 / 3 / 0,3xViolet-tailed Sylph_fem; 3xViolet-tailed Sylph_male,,
06/09/16,19,Main Trail,FH1911,2147,Gesneriaceae,Besleria,solanoides,2.8,4,19,,,33.00%,,0 / 13 / 141 / 2324 / 209 / 372 / 25,0 / 0 / 2 / 5 / 2 / 0,4xBooted Racket-tail_female; 2xUnidentified,,
06/09/16,11,Main Trail,FH1147,2153,Heliconiaceae,Heliconia,impudica,1.8,3,11,,,33.00%,,55 / 341 / 223 / 992 / 36,0 / 0 / 1 / 0 / 2,2xBrown Inca; 1xTawny-bellied Hermit,,
06/09/16,14,Main Trail,FH1412,2224,Gesneriaceae,Gasteranthus,lateralis,0.7,1,14,,,33.00%,,28 / 158 / 2 / 46 / 71,0 / 0 / 0 / 0 / 1,1xTawny-bellied Hermit,,
08/09/16,24,Main Trail,FH2402,2392,Alstroemeriaceae,Bomarea,multiflora,1.7,15,24,,,33.00%,,30 / 299 / 205 / 1351 / 241 / 456 / 46 / 2235,13 / 22 / 24 / 28 / 37 / 2 / 2 / 3,"21xSpeckled Hummingbird,13xCollared Inca, 2xBrown Inca, 7xViolet-tailed Sylph",,
13/09/16,13,Maquipucuna,FH1348,1407,Heliconiaceae,Heliconia,griggsiana,6,1,1,,,0.00%,"camera only recorded for three minutes, then turned itself off inspite of charged batteries.",,,,,
14/09/16,22,Maquipucuna,FH2208,1592,Gesneriaceae,Gasteranthus,quitensis,1.6,6,22,,,33.00%,,307 / 107 / 550 / 821 / 327 / 4170 / 274 / 963 / 14,0 / 0 / 6 / 17 / 0 / 3 / 2 / 0 0,3xStriped-throated Hermit; 1x?Purple-bibbed Whitetip_female?,,
14/09/16,16,Maquipucuna,FH1606,1652,Gesneriaceae,Glossoloma,purpureum,1.7,1,16,,,33.00%,,1166 / 1734 / 691 / 2261 / 8492 / 150 / 352 / 99,0 / 1 / 0 / 0 / 0 / 0 / 0 / 4,1xTawny-bellied Hermit; 1xViolet-tailed Sylph_female,,
14/09/16,20,Maquipucuna,FH2011,1642,Gesneriaceae,Gasteranthus,quitensis,0.4,2,20,,,33.00%,,1 / 4 / 4 / 1879 / 6807 / 48 / 327 / 56,1 / 1 / 1 / 1 / 0 / 0 / 0 / 2,4xStripe-throated hermit; 2xPurple-bibbed Whitetip,,
15/09/16,2,Main Trail,FH257,1933,Gesneriaceae,Besleria,solanoides,1.6,4,2,,,33.00%,,59 / 20 / 1993 / 1852 / 72,0 / 3 / 7 / 0,3xViolet-tailed Sylph_female,,
15/09/16,11,Main Trail,FH1148,1955,Zingiberaceae,Renealmia,sessilifolia,1.5,1,11,,,33.00%,,44 / 18 / 0 / 788 / 9 / 98 / 0 / 34,1 / 0 / 0  / 0 / 0 / 1 / 0 / 1,"1xTawny-bellied Hermit, 1xBrown Inca (no flower contact)",,
15/09/16,19,Main Trail,FH1912,1961,Bromeliaceae,Tillandsia,complanata,2.2,1,19,,,33.00%,,2 / 0 / 600 / 182 / 1887 / 507,0 / 0 / 2 / 1,2XBooted Rackettail_female,,
15/09/16,6,Main Trail,FH663,2001,Bromeliaceae,Guzmania,amplectans,2,2,6,,,33.00%,,45 / 1 / 1882 / 0,4 / 0 / 21 / 0,"6xBrown Inca, 1xViolet-tailed Sylph; 2xUnidentified",,
15/09/16,14,Main Trail,FH1413,2021,Gesneriaceae,Drymonia,collegarum,3.5,3,14,,,33.00%,,164 / 45 / 3261,1 / 4 / 3,4xBrown Inca; 1xTawny-bellied Hermit,,
15/09/16,13,Main Trail,FH1349,1960,Marcgraviaceae,Norantea,anomala,10,75,1,,,33.00%,filming started at 6:45,54 / 3 / 153 / 506 / 659 / 510 / 314 / 445 / 101,0 / 0 / 0 / 6 / 0 / 1 / 0 / 4 / 0 / 0,2xSparkling Violetear; 2xBooted Rackettail_male,,
15/09/16,CAMB01,Cambugán,CAMB0101,2959,Lamiaceae,Salvia?,,,2,1,,,33.00%,,62 / 683 / 0 / 2058 / 0 / 104,3 / 10 / 0 / 15 / 0,7xSpeckled Hummingbird; 2xCollared Inca; 2-3xUnidentified ,,
15/09/16,CAMB02,Cambugán,CAMB0201,2720,Campanulaceae,Centropogon,solanifolius?,,1,2,,,33.00%,"Flower is orange, not red … same species?",1563 / 5004 / 1955,1 / 0 / 1,1xSpeckled Hummingbird,,
15/09/16,CAMB03,Cambugán,CAMB0301,2947,Lamiaceae,Salvia?,,,2,3,,,33.00%,,67 / 530 / 560 / 52,0 / 15 / 6 / 0,4xSpeckled Hummingbird,,
22/09/16,17,Maquipucuna,FH1709,1374,Gesneriaceae,Glossoloma,purpureum,2.2,1,17,,,33.00%,,5389 / 1634 / 1189 / 319 / 39,3 / 1 / 3 / 1,5xStripe-throated Hermit (mostly piercing!),,
22/09/16,18,Maquipucuna,FH1810,1381,Gesneriaceae,Columnea,picta,3.3,1,18,,,33.00%,,22 / 67 / 7 / 0 / 205 / 82 / 69 / 0 / 31,0 / 0 / 0 / 0 / 0 / 0 / 0 / 0 / 0,,,
22/09/16,21,Maquipucuna,FH2110,1567,Costaceae,Costus,Sp 1,1.6,1,21,,,33.00%,"I may have found the scratch tree of a bear here. It was not pleased with the camera and threw it to the ground. The camera survived, but of course there is not much useful material for our purposes.",0 / 2 / 88 / 165,0 / 0 / 0,,,
22/09/16,15,Maquipucuna,FH1518,1638,Zingiberaceae,Renealmia,sessilifolia,3,2,15,,,33.00%,,280 / 1 / 376 / 3 / 98,0 / 0 / 0 / 0 ,,,
18/10/16,24,Main Trail,FH2404,1948,Fabaceae,Erythrina,edulis,1.8,8,25,,,33.00%,,247 / 3 / 89 / 1004 / 24,4 / 2 / 8 / 8 / 1,8xViolet-tailed Sylph_female,,
18/10/16,6,Main Trail,FH664,1960,Gesneriaceae,Gasteranthus,lateralis,0.7,3,5,,,33.00%,,474 / 49 / 0,0 / 0 / 0,,,
18/10/16,14,Main Trail,FH1416,1987,Gesneriaceae,Besleria,solanoides,2.5,5,14,,,33.00%,,76 / 2310 / 1068 / 11,0 / 0 / 0 / 0 ,,,
18/10/16,12,Main Trail,FH1242,1981,Gesneriaceae,Besleria,solanoides,2.2,3,12,,,33.00%,,759 / 4536 / 2527 / 65,0 / 1 / 0 / 0,,,
18/10/16,11,Main Trail,FH1151,1925,Gesneriaceae,Gasteranthus,quitensis,0.3,3,11,,,33.00%,,660 / 948 / 196 / 51 / 13,3 / 2 / 0 / 3 / 0,2xTawny-bellied Hermit; 1xViolet-tailed Sylph_male; 1xViolet-tailed Sylph_female,,
19/10/16,15,Main Trail,FH1350,1903,Marcgraviaceae,Norantea,anomala,15,,19,,,33.00%,,766 / 148 / 621 / 692 / 858 / 445 / 166 / 59,0 / 0 / 0 / 0 / 0 / 0 / 0 / 0,,,
24/10/16,20,Maquipucuna,FH2012,1424,Gesneriaceae,Columnea,mastersonii,1.2,2,20,,,33.00%,,0 / 5 / 31 / 0 / 42 / 1728 / 50 / 659 / 439 / 1682 / 21,0 / 1 / 0 / 3 / 3 / 1 / 1 / 1 / 0,,,
24/10/16,22,Maquipucuna,FH2209,1480,Gesneriaceae,Gasteranthus,quitensis,1.4,2,22,,,33.00%,,0 / 0 / 3 / 0 / 2 / 522 / 225 / 185 / 258 / 31,0 / 0 / 1 / 0 / 0 / 1 / 0 / 0 / 0 / 0,,,
24/10/16,17,Maquipucuna,FH1710,1552,Costaceae,Costus,Sp 1,1.4,1,17,,,33.00%,,0 / 40 / 5 / 0 ,0 / 0  / 0 / 0 / 0 / 0 / 0 / 0,,,
24/10/16,21,Maquipucuna,FH2111,1591,Ericaceae,Macleania,recumbens,0.8,1,21,,,33.00%,,0,0,,,
24/10/16,15,Maquipucuna,FH1519,1645,Bromeliaceae,Guzmania,amplectans,1.8,2,15,,,33.00%,,1 / 249 / 1610 / 1 / 903 / 3156 / 706 / 734 / 742 / 8 ,0 / 0  / 19 / 0 / 3 / 0 / 0 / 0,,,
